city,lat,lng,country,population,predicted_population
North Miami,25.9006,-80.1681,United States,62225,61400.92046753149
Chistopol,55.3648,50.6407,Russia,62200,64366.438012922474
Bambari,5.762,20.6672,Central African Republic,62098,62136.11806698389
Hamilton,39.3938,-84.5653,United States,62092,63873.68636730763
Tikhvin,59.6448,33.5144,Russia,62075,60639.38193097293
Sagua la Grande,22.809,-80.0711,Cuba,62073,61390.99770141511
Tupã,-21.93,-50.52,Brazil,62035,61058.7210944565
Madang,-5.2248,145.7853,Papua New Guinea,62023,62681.6607431715
Veszprém,47.091,17.911,Hungary,62023,63022.25918622162
Ferkessédougou,9.6004,-5.2,Côte D’Ivoire,62008,61723.95044776385
Labinsk,44.6348,40.7443,Russia,61945,62223.679111827405
Fernandópolis,-20.2696,-50.26,Brazil,61931,62511.63013118933
Apia,-13.8415,-171.7386,Samoa,61916,61447.618851580984
Mankato,44.1712,-93.9773,United States,61912,60415.01692664042
Zalaegerszeg,46.844,16.84,Hungary,61898,61132.707662025314
Noblesville,40.0353,-86.006,United States,61882,63694.290733675516
Bamian,34.8211,67.521,Afghanistan,61863,60961.958411416526
Bassar,9.261,0.789,Togo,61845,61389.62568189055
Moca,19.397,-70.523,Dominican Republic,61834,61407.132406493125
Iskitim,54.6509,83.2865,Russia,61827,61350.08561086691
Berbérati,4.25,15.78,Central African Republic,61815,61658.04475629781
Benevento,41.1337,14.75,Italy,61791,61228.49291572777
Chinhoyi,-17.3596,30.18,Zimbabwe,61739,63157.08262965875
Medenine,33.4,10.4167,Tunisia,61705,62363.23522461472
Troyes,48.3404,4.0834,France,61703,61624.68412877205
Vyska,55.3247,42.1644,Russia,61664,62088.30350769186
Gadsden,34.009,-86.0156,United States,61656,62660.86965775775
Pula,44.8687,13.8481,Croatia,61599,61795.553850283046
Sibay,52.7091,58.6387,Russia,61590,60529.49715786367
Cayenne,4.933,-52.33,French Guiana,61550,62131.548079723216
Ponta Delgada,37.7483,-25.6666,Portugal,61526,62638.37270014145
Moore,35.3294,-97.4758,United States,61523,61993.16517410051
Fengcheng,28.2004,115.77,China,61469,60329.59735753458
Burnsville,44.7648,-93.2795,United States,61439,62736.746567454415
Stralsund,54.3004,13.1,Germany,61368,63034.29297510635
National City,32.6654,-117.0983,United States,61363,62517.89115512274
Civitavecchia,42.1004,11.8,Italy,61316,61672.97199583318
Taylor,42.226,-83.2688,United States,61276,61127.12327431504
Malden,42.4305,-71.0576,United States,61246,61469.826416370015
Portimão,37.1337,-8.5333,Portugal,61226,62001.145901928496
Gaalkacyo,6.77,47.43,Somalia,61200,61467.55817594381
Doral,25.8149,-80.3565,United States,61130,61017.19762310101
Coburg,50.2666,10.9666,Germany,61054,61503.27108070607
Marietta,33.9532,-84.5421,United States,61048,61493.13143467289
Monterey Park,34.0497,-118.1325,United States,61044,61282.02243374042
Yopal,5.347,-72.406,Colombia,61029,60600.34859446099
Coconut Creek,26.2803,-80.1842,United States,61010,61774.27837739788
Salsk,46.4775,41.542,Russia,61000,58373.08730357993
Cherbourg,49.6504,-1.65,France,60991,60385.080285314325
El Carmen de Bolívar,9.7204,-75.13,Colombia,60980,62158.384939223404
Rome,34.2662,-85.1862,United States,60966,62999.88664762252
Bouaflé,6.978,-5.748,Côte D’Ivoire,60962,61224.08777562274
Dublin,37.7161,-121.8964,United States,60939,61260.78135849195
Sonbong,42.3377,130.4027,"Korea, North",60864,60046.38663341727
Tartagal,-22.55,-63.81,Argentina,60819,60095.0843212902
Canela,-29.36,-50.81,Brazil,60806,60204.49869236492
Nelson,-41.2926,173.2474,New Zealand,60800,61159.27360859473
Albany,44.6274,-123.0966,United States,60795,60718.73105084595
Cupertino,37.3168,-122.0465,United States,60777,62426.922394565954
San Fernando,-34.58,-70.99,Chile,60746,59763.791091442654
Shuya,56.8543,41.3643,Russia,60705,60985.27118058851
Sfintu-Gheorghe,45.868,25.793,Romania,60677,61618.077931112864
Tidore,0.6964,127.436,Indonesia,60611,60092.8013771078
Lokoja,7.8004,6.7399,Nigeria,60579,59758.17731736937
Langzhong,31.5759,105.9656,China,60542,61853.4759747539
Pirassununga,-21.99,-47.43,Brazil,60413,60029.39727316744
Khujayli,42.4047,59.4517,Uzbekistan,60401,60554.37419332636
Morristown,36.2043,-83.3001,United States,60316,60860.811626640294
Lakewood,47.1628,-122.5299,United States,60296,59949.4176444749
Banfora,10.6304,-4.76,Burkina Faso,60288,61246.94546363918
Zima,53.9331,102.0331,Russia,60239,60566.46084512966
Gardena,33.8944,-118.3073,United States,60224,61823.770257507385
Bristol,41.6812,-72.9407,United States,60223,59413.76584767838
Millcreek,40.6892,-111.8291,United States,60192,59453.279837592614
Mbanza-Congo,-6.2696,14.24,Angola,60182,58648.878302080826
Lankaran,38.754,48.8511,Azerbaijan,60180,60212.94645241232
Pirapora,-17.33,-44.93,Brazil,60164,60200.54768562888
Caratinga,-19.79,-42.14,Brazil,60066,62069.96830593316
Woodland,38.6712,-121.75,United States,60062,60686.155209313976
La Mesa,32.7703,-117.0204,United States,60021,58168.19372692134
Crotone,39.0833,17.1233,Italy,60010,58396.306249317866
Uíge,-7.62,15.05,Angola,60008,59627.592943004944
Taylorsville,40.6569,-111.9493,United States,59992,59234.91308246883
Benton Harbor,42.1159,-86.4488,United States,59939,61300.035352901796
West Allis,43.0068,-88.0296,United States,59934,61707.3969802621
Meriden,41.5367,-72.7943,United States,59927,60048.28902652427
Kotlas,61.2631,46.6631,Russia,59879,59374.18346514771
Gorno Altaysk,51.9613,85.9577,Russia,59868,59527.69269355592
Chapel Hill,35.9269,-79.039,United States,59862,61067.27882825122
Nkhotakota,-12.9163,34.3,Malawi,59854,60970.613810991264
Pontiac,42.6493,-83.2878,United States,59792,59703.54381050841
Linares,38.0833,-3.6334,Spain,59761,62054.460478655084
Itapetinga,-15.25,-40.25,Brazil,59721,60181.77202118697
Novi,42.4786,-83.4893,United States,59715,58041.06165211527
Saint Clair Shores,42.4921,-82.8957,United States,59635,60494.98129608362
Beckley,37.7878,-81.1841,United States,59629,61386.31508160213
São Borja,-28.6596,-56.01,Brazil,59613,58238.10751162752
Växjö,56.8837,14.8167,Sweden,59600,58767.60594008188
Leticia,-4.22,-69.94,Colombia,59575,57938.89322244218
Béja,36.7304,9.19,Tunisia,59567,59091.25966752673
Drummondville,45.8833,-72.4834,Canada,59489,60355.92910265026
Truc Giang,10.235,106.375,Vietnam,59442,59181.461044734766
Carazinho,-28.29,-52.8,Brazil,59417,59213.83600072104
Dengzhou,32.6804,112.08,China,59338,59489.849532794695
Sanford,28.7891,-81.2757,United States,59317,58927.76249215994
San Felipe,-32.75,-70.72,Chile,59294,58085.890910065384
Santa Rosa,-27.8695,-54.46,Brazil,59281,59355.56631613214
Lappeenranta,61.0671,28.1833,Finland,59276,58812.07757922818
Kavala,40.9412,24.4018,Greece,59240,58223.93129010586
Gannan,47.9204,123.51,China,59239,59234.67236051351
Azua,18.454,-70.729,Dominican Republic,59139,58320.25009809529
Midland,43.6239,-84.2315,United States,59138,59920.841604356734
Viedma,-40.8,-63,Argentina,59122,58724.582567864876
Concepción,-23.4064,-57.4344,Paraguay,59118,58126.579589223424
Royal Oak,42.5084,-83.1539,United States,59112,60520.13896570249
Bangor,44.8322,-68.7906,United States,59107,58987.78437754445
Manacapuru,-3.2896,-60.62,Brazil,59102,57836.4525247998
Bartlett,35.2337,-89.8195,United States,59102,59460.56299272293
San Rafael,37.9905,-122.5222,United States,59070,59505.186913141704
Mt. Hagen,-5.8632,144.2168,Papua New Guinea,59064,59442.61600874494
San Francisco,-31.43,-62.09,Argentina,59062,59009.714503524076
White Plains,41.022,-73.7548,United States,59047,58365.27600733522
Kabinda,-6.1296,24.48,Congo (Kinshasa),59004,59693.456719186834
Goldsboro,35.3777,-77.972,United States,58972,59312.67061196656
Mikhaylovka,50.0679,43.2175,Russia,58898,58621.597134546064
Solnechnogorsk,56.1807,36.9809,Russia,58891,58922.49957947313
Telêmaco Borba,-24.33,-50.62,Brazil,58880,58220.6359000835
Guanambi,-14.2296,-42.79,Brazil,58877,58411.67721710397
Bowie,38.9575,-76.7421,United States,58859,58040.74938518503
Tezpur,26.6338,92.8,India,58851,58401.60038666055
Huntington Park,33.98,-118.2167,United States,58822,59744.14724779422
Arcadia,34.1342,-118.0373,United States,58799,58635.85886324305
Lewiston,44.0915,-70.1681,United States,58796,59501.9979553181
Kamphaeng Phet,16.473,99.529,Thailand,58787,58399.632916972405
Columbus,39.2091,-85.918,United States,58771,59897.578045230184
Orland Park,41.6075,-87.8619,United States,58765,59163.3563184381
Arsenyev,44.1623,133.2823,Russia,58700,58307.185165597184
Casa Grande,32.907,-111.7624,United States,58632,58972.562284406085
Embu,-0.5196,37.45,Kenya,58620,58686.28236852526
Aketi,2.7405,23.78,Congo (Kinshasa),58601,58184.34998046971
Staunton,38.1593,-79.0611,United States,58470,58798.68449952792
San Pedro,-24.2196,-64.87,Argentina,58430,59107.99617736853
Margate,26.2465,-80.2119,United States,58430,56173.12238429424
Chaiyaphum,15.804,102.0386,Thailand,58350,57176.267759725015
Bondoukou,8.0304,-2.8,Côte D’Ivoire,58297,58738.4762178627
Jefferson City,38.5677,-92.1757,United States,58279,58152.1432168843
Korçë,40.6167,20.7667,Albania,58259,60293.64095316632
San Andrés,12.5621,-81.6903,Colombia,58257,58892.59707398514
Kırklareli,41.743,27.226,Turkey,58223,59021.206689171915
Agen,44.2004,0.6333,France,58223,57166.97262646837
Des Plaines,42.0344,-87.9008,United States,58193,58788.55259908043
Rundu,-17.92,19.7499,Namibia,58172,58535.911626012
Santee,32.8555,-116.9856,United States,58113,59451.45055847709
Ariquemes,-9.9396,-63.08,Brazil,58096,56639.0879987858
Hai Duong,20.942,106.331,Vietnam,58030,57395.70784718061
Ushuaia,-54.79,-68.31,Argentina,58028,58752.53933256041
Middletown,41.4458,-74.4228,United States,57973,57024.649314074064
Allanmyo,19.3783,95.2279,Burma,57897,58031.521131489215
Borovichi,58.3978,33.8974,Russia,57887,55921.64532987562
Angoche,-16.23,39.91,Mozambique,57835,59782.714855061036
Hot Springs,34.4902,-93.0498,United States,57819,58475.599478384254
Napier,-39.49,176.9265,New Zealand,57800,56822.91853968271
Medford,42.4234,-71.1087,United States,57797,56051.26918138152
Suileng,47.246,127.106,China,57789,58126.55269230766
Walla Walla,46.067,-118.3365,United States,57779,58522.290477587834
Lop Buri,14.804,100.6186,Thailand,57761,57188.09969975771
Qunghirot,43.0704,58.9,Uzbekistan,57758,56695.96006618308
Linares,24.8604,-99.57,Mexico,57731,59784.11615886817
Tiznit,29.7104,-9.74,Morocco,57705,54762.72285790931
Timbaúba,-7.4996,-35.32,Brazil,57534,56222.161964290666
Carson City,39.1512,-119.7474,United States,57525,57501.11315467964
Hendersonville,36.3063,-86.5997,United States,57517,56602.05533509017
Titusville,28.5727,-80.8193,United States,57497,58364.5310419138
Picos,-7.08,-41.44,Brazil,57495,58776.68743348087
Stepanakert,39.8156,46.752,Azerbaijan,57473,59232.592790920375
Kentau,43.5165,68.5199,Kazakhstan,57408,59356.993899258116
Cheremkhovo,53.1588,103.0739,Russia,57395,57295.36043799522
Greenwood,39.6019,-86.1073,United States,57375,56337.10277191217
Caborca,30.7161,-112.1642,Mexico,57357,56814.00235313278
Midwest City,35.463,-97.371,United States,57308,56801.35246898621
Manhattan,39.1882,-96.6053,United States,57284,57928.1549005134
Punta Alta,-38.88,-62.08,Argentina,57209,55810.073565915074
Saint Peters,38.7825,-90.6061,United States,57178,56366.14612285303
Arcoverde,-8.42,-37.07,Brazil,57163,56902.30803697197
Bragança,-1.05,-46.77,Brazil,57163,57128.15820002541
Taunton,41.9036,-71.0943,United States,57139,57123.409925811764
Al Mafraq,32.2833,36.2333,Jordan,57118,57118.383621144545
Puntarenas,9.9702,-84.8336,Costa Rica,57102,56070.10213502634
New Brunswick,40.487,-74.445,United States,57073,58333.9189148679
Mafetang,-29.8166,27.25,Lesotho,57059,56562.84086733181
General Pico,-35.6596,-63.77,Argentina,57029,56205.84511965592
Vaasa,63.1,21.6,Finland,57014,57349.130671326886
Roslavl,53.9509,32.8604,Russia,56971,58104.83788731241
Rodos,36.4412,28.2225,Greece,56969,55753.76937668443
Adrar,27.87,-0.29,Algeria,56910,55630.792929448726
Kitgum,3.3004,32.87,Uganda,56891,58553.12216559563
Cruzeiro do Sul,-7.63,-72.67,Brazil,56862,57132.13206111839
Los Andes,-32.8296,-70.6,Chile,56859,55747.06556073985
Serrinha,-11.6496,-39.01,Brazil,56829,56239.684832240295
Jijiga,9.3504,42.79,Ethiopia,56821,57381.22766527919
East Stroudsburg,41.0023,-75.1779,United States,56771,56696.98153894557
Vacaria,-28.4996,-50.94,Brazil,56765,59167.74763947618
Ridder,50.3554,83.5149,Kazakhstan,56756,56602.71585111268
Smyrna,33.8633,-84.5168,United States,56685,57157.894042550135
Tinley Park,41.567,-87.8051,United States,56668,56460.56088968774
Diamond Bar,33.9992,-117.8161,United States,56665,57527.258234644214
Eger,47.895,20.383,Hungary,56647,57862.89280082331
Puerto Barrios,15.7175,-88.5927,Guatemala,56605,57709.97348383703
Garzón,2.2104,-75.65,Colombia,56603,56043.33828071482
Tikrit,34.597,43.677,Iraq,56591,56663.89225510486
Janaúba,-15.7996,-43.31,Brazil,56572,56171.182331287266
Kaga Bandoro,6.9804,19.18,Central African Republic,56520,55441.43768192311
Bradenton,27.49,-82.5743,United States,56508,54615.5419406464
Magong,23.5667,119.5833,Taiwan,56435,56672.78907133652
Formiga,-20.46,-45.43,Brazil,56404,57169.81455481432
Alxa Zuoqi,38.839,105.6686,China,56387,57623.537572401125
Pol-e Khomri,35.9511,68.7011,Afghanistan,56369,57582.45510927891
Zouirat,22.7304,-12.4833,Mauritania,56345,55212.92039398155
Fountain Valley,33.7105,-117.9514,United States,56313,56850.74474716396
Pittsfield,42.4517,-73.2605,United States,56291,57473.226359118555
Richland,46.2826,-119.2938,United States,56243,56278.53600791233
Huntersville,35.4057,-80.873,United States,56212,55986.86937403183
Rotorua,-38.1317,176.2483,New Zealand,56200,56504.09941516114
Shoreline,47.7564,-122.3426,United States,56189,55781.57632265729
Hof,50.317,11.9167,Germany,56153,55658.44857465859
Paita,-5.09,-81.12,Peru,56151,56885.93372920493
Oak Lawn,41.7139,-87.7528,United States,56087,55684.17030586472
Nizhnyaya Tura,58.6436,59.7983,Russia,56084,55948.398993943
Nova Viçosa,-17.88,-39.37,Brazil,55980,57407.52891265391
Novato,38.092,-122.5576,United States,55980,54909.62297800904
Bungoma,0.5704,34.56,Kenya,55962,56534.94462373681
Commerce City,39.8642,-104.8434,United States,55923,56920.63014599401
Lautoka,-17.6161,177.4666,Fiji,55894,56061.519388123736
Seres,41.086,23.5497,Greece,55886,53410.49682341298
Changling,44.27,123.99,China,55841,55517.58635711487
Hempstead,40.7043,-73.6193,United States,55806,56169.02380692763
Cartersville,34.1632,-84.8007,United States,55794,56051.4159115408
Itapipoca,-3.4995,-39.58,Brazil,55784,55887.255764086534
Ełk,53.8337,22.35,Poland,55769,56127.347390347306
Dearborn Heights,42.3164,-83.2769,United States,55758,54299.46417999989
Umm Ruwaba,12.9104,31.2,Sudan,55742,54583.82714892694
Kingston,41.9295,-73.9968,United States,55695,56869.3830729628
Parachinar,33.8992,70.1008,Pakistan,55685,56750.958905082254
Halmstad,56.6718,12.8556,Sweden,55657,56507.66503852058
Estância,-11.2696,-37.45,Brazil,55654,55124.60377254636
Sayanogorsk,53.0894,91.4004,Russia,55642,56405.262906765296
Évora,38.56,-7.906,Portugal,55620,57406.26128239045
Berwyn,41.8433,-87.7909,United States,55550,57274.280874723176
Arqalyq,50.2418,66.8976,Kazakhstan,55521,55401.51239442297
Chicopee,42.1764,-72.5719,United States,55515,55420.9695259702
Gelendzhik,44.5748,38.0644,Russia,55508,55886.09531279481
Vyazma,55.2122,34.2918,Russia,55500,55707.42390111542
Melo,-32.3595,-54.18,Uruguay,55494,53923.79280300494
Maldonado,-34.91,-54.96,Uruguay,55478,55962.165087665395
Brive,45.1504,1.5333,France,55448,56228.20301669974
Hazleton,40.9504,-75.9724,United States,55444,54661.68407263065
Ithaca,42.4442,-76.5032,United States,55439,55430.586131175995
São Gabriel,-30.32,-54.32,Brazil,55434,55170.40660556779
Xinqing,48.2363,129.5059,China,55415,53902.75096727435
Placetas,22.3158,-79.6555,Cuba,55408,58016.86222541165
Wagga Wagga,-35.1222,147.34,Australia,55381,54090.382766389164
Nakhon Phanom,17.3945,104.7695,Thailand,55377,55845.5682279893
Concórdia,-27.23,-52.03,Brazil,55367,55595.706776866995
Highland,34.1113,-117.1653,United States,55342,53978.15578787582
Lake Havasu City,34.5006,-114.3115,United States,55341,53154.75971955546
São José de Ribamar,-2.55,-44.07,Brazil,55265,54619.78489465803
Kribi,2.9404,9.91,Cameroon,55224,57711.964267596246
Kettering,39.6957,-84.1496,United States,55175,55205.00274524006
Euless,32.8508,-97.0798,United States,55174,55726.49400501853
Hoboken,40.7453,-74.0279,United States,55131,55038.88200858759
Abancay,-13.6396,-72.89,Peru,55111,54650.72126139813
Tadmur,34.5504,38.2833,Syria,55111,55090.69591482209
Kalasin,16.428,103.509,Thailand,55102,55402.45649147302
Marzuq,25.9044,13.8972,Libya,55071,54721.451689802205
Karlovac,45.4872,15.5478,Croatia,55063,55168.04260044033
Palm Beach Gardens,26.8488,-80.1656,United States,55036,56628.58813445493
Watertown,43.9734,-75.9094,United States,54980,54512.225537307204
Grants Pass,42.4333,-123.3317,United States,54973,55880.53366324356
Blue Springs,39.0124,-94.2722,United States,54945,55350.35077669835
Caicó,-6.4596,-37.1,Brazil,54934,56360.794187895386
Paramount,33.8976,-118.1651,United States,54909,54625.2310506731
Tarbes,43.2333,0.0833,France,54854,54866.8809756167
West Haven,41.2739,-72.9671,United States,54843,54425.70859941836
Colton,34.0538,-117.3254,United States,54828,53789.14600768022
Nuevo Casas Grandes,30.4185,-107.9119,Mexico,54826,54680.17990345393
Juigalpa,12.11,-85.38,Nicaragua,54731,53946.14362991678
Caldwell,43.6458,-116.6591,United States,54660,53957.42035199857
Ningan,44.3313,129.4659,China,54636,55015.153411127176
Fond du Lac,43.772,-88.4396,United States,54629,55009.6978476947
Arroyo Grande,35.1241,-120.5845,United States,54620,54897.40765140073
Cathedral City,33.8363,-116.4642,United States,54596,54095.46730905975
Cape Girardeau,37.3108,-89.5596,United States,54588,53416.27079329058
Rosemead,34.0688,-118.0823,United States,54554,54239.80417211567
El Banco,9.0003,-73.98,Colombia,54522,54702.849942232555
Moquegua,-17.19,-70.94,Peru,54517,53522.201363103246
Chivilcoy,-34.9,-60.04,Argentina,54514,53308.877841984126
Penápolis,-21.41,-50.08,Brazil,54477,54881.84239151645
Delano,35.767,-119.2637,United States,54471,54731.93585386095
Stonecrest,33.6843,-84.1373,United States,54471,54064.9721924959
Twin Falls,42.5645,-114.4611,United States,54455,55318.340178677485
Williamsport,41.2398,-77.0371,United States,54389,55130.62787146086
Ajaccio,41.9271,8.7283,France,54364,55856.09078870601
Krasnokamensk,50.0665,118.0265,Russia,54316,56556.44615828946
Mocambique,-15.0399,40.6822,Mozambique,54315,55810.95719775557
Eagle Pass,28.7118,-100.4832,United States,54299,54253.26048018
Normal,40.522,-88.9877,United States,54284,55078.5831581377
Tacuarembó,-31.71,-55.98,Uruguay,54277,53071.419515034286
Ash Shihr,14.7593,49.6092,Yemen,54274,52740.79805171841
West New York,40.7856,-74.0093,United States,54227,55842.57528879265
Leesburg,39.1058,-77.5544,United States,54215,55327.14813287079
Beaufort,32.4487,-80.7103,United States,54207,54803.81928959645
Parker,39.5083,-104.7755,United States,54202,53320.984911762294
